1210,1,7,9,17,27,38,31
1209,2.17.20.35.37.39.24
1208,6,27,30,36,38,42,25
1207,10,22,24,27,38,45,11
1206,1,3,17,26,27,42,23
1205,1,4,16,23,31,41,2
1204,8,16,28,30,31,44,27
1203,3,6,18,29,35,39,24
1202,5,12,21,33,37,40,7
1201,7,9,24,27,35,36,37
1200,1,2,4,16,20,32,45
1199,16,24,25,30,31,32,7
1198,26,30,33,38,39,41,21
1197,1,5,7,26,28,43,30
1196,8,12,15,29,40,45,14
1195,3,15,27,33,34,36,37
1194,3,13,15,24,33,37,2
1193,6,9,16,19,24,28,17
1192,10,16,23,36,39,40,11
1191,1,4,11,12,20,41,2
1190,7,9,19,23,26,45,33
1189,9,19,29,35,37,38,31
1188,3,4,12,19,22,27,9
1187,5,13,26,29,37,40,42
1186,2,8,13,16,23,28,35
1185,6,17,22,28,29,32,38
1184,14,16,23,25,31,37,42
1183,4,15,17,23,27,36,31
1182,1,13,21,25,28,31,22
1181,8,10,14,20,33,41,28
1180,6,12,18,37,40,41,3
1179,3,16,18,24,40,44,21
1178,5,6,11,27,43,44,17
1177,3,7,15,16,19,43,21
1176,7,9,11,21,30,35,29
1175,3,4,6,8,32,42,31
1174,8,11,14,17,36,39,22
1173,1,5,18,20,30,35,3
1172,7,9,24,40,42,44,45
1171,3,6,7,11,12,17,19
1170,3,13,28,34,38,42,25
1169,5,12,24,26,39,42,20
1168,9,21,24,30,33,37,29
1167,8,23,31,35,39,40,24
1166,14,23,25,27,29,42,16
1165,6,7,27,29,38,45,17
1164,17,18,23,25,38,39,22
1163,2,13,15,16,33,43,4
1162,20,21,22,25,28,29,6
1161,2,12,20,24,34,42,37
1160,7,13,18,36,39,45,19
1159,3,9,27,28,38,39,7
1158,21,25,27,32,37,38,20
1157,5,7,12,20,25,26,28
1156,30,31,34,39,41,45,7
1155,10,16,19,27,37,38,13
1154,4,8,22,26,32,38,27
1153,1,9,10,13,35,44,5
1152,30,31,32,35,36,37,5
1151,2,3,9,15,27,29,8
1150,8,9,18,35,39,45,25
1149,8,15,19,21,32,36,38
1148,3,6,13,15,16,22,32
1147,7,11,24,26,27,37,32
1146,6,11,17,19,40,43,28
1145,2,11,31,33,37,44,32
1144,3,4,12,15,26,34,6
1143,10,16,17,27,28,36,6
1142,2,8,28,30,37,41,22
1141,7,11,12,21,26,35,20
1140,7,10,22,29,31,38,15
1139,5,12,15,30,37,40,18
1138,14,16,19,20,29,34,35
1137,4,9,12,15,33,45,26
1136,21,33,35,38,42,44,1
1135,1,6,13,19,21,33,4
1134,3,7,9,13,19,24,23
1133,13,14,20,28,29,34,23
1132,6,7,19,28,34,41,5
1131,1,2,6,14,27,38,33
1130,15,19,21,25,27,28,40
1129,5,10,11,17,28,34,22
1128,1,5,8,16,28,33,45
1127,10,15,24,30,31,37,32
1126,4,5,9,11,37,40,7
1125,6,14,25,33,40,44,30
1124,3,8,17,30,33,34,28
1123,13,19,21,24,34,35,26
1122,3,6,21,30,34,35,22
1121,6,24,31,32,38,44,8
1120,2,19,26,31,38,41,34
1119,1,9,12,13,20,45,3
1118,11,13,14,15,16,45,3
1117,3,4,9,30,33,36,7
1116,15,16,17,25,30,31,32
1115,7,12,23,32,34,36,8
1114,10,16,19,32,33,38,3
1113,11,13,20,21,32,44,8
1112,16,20,26,36,42,44,24
1111,3,13,30,33,43,45,4
1110,3,7,11,20,22,41,24
1109,10,12,13,19,33,40,2
1108,7,19,26,37,39,44,27
1107,6,14,30,31,40,41,29
1106,1,3,4,29,42,45,36
1105,6,16,34,37,39,40,11
1104,1,7,21,30,35,38,2
1103,10,12,29,31,40,44,2
1102,13,14,22,26,37,38,20
1101,6,7,13,28,36,42,41
1100,17,26,29,30,31,43,12
1099,3,20,28,38,40,43,4
1098,12,16,21,24,41,43,15
1097,14,33,34,35,37,40,4
1096,1,12,16,19,23,43,34
1095,8,14,28,29,34,40,12
1094,6,7,15,22,26,40,41
1093,10,17,22,30,35,43,44
1092,7,18,19,26,33,45,37
1091,6,20,23,24,28,30,44
1090,12,19,21,29,40,45,1
1089,4,18,31,37,42,43,40
1088,11,21,22,30,39,44,31
1087,13,14,18,21,34,44,16
1086,11,16,25,27,35,36,37
1085,4,7,17,18,38,44,36
1084,8,12,13,29,33,42,5
1083,3,7,14,15,22,38,17
1082,21,26,27,32,34,42,31
1081,1,9,16,23,24,38,17
1080,13,16,23,31,36,44,38
1079,4,8,18,24,37,45,6
1078,6,10,11,14,36,38,43
1077,4,8,17,30,40,43,34
1076,3,7,9,33,36,37,10
1075,1,23,24,35,44,45,10
1074,1,6,20,27,28,41,15
1073,6,18,28,30,32,38,15
1072,16,18,20,23,32,43,27
1071,1,2,11,21,30,35,39
1070,3,6,14,22,30,41,36
1069,1,10,18,22,28,31,44
1068,4,7,19,26,33,35,3
1067,7,10,19,23,28,33,18
1066,6,11,16,19,21,32,45
1065,3,18,19,23,32,45,24
1064,3,6,9,18,22,35,14
1063,3,6,22,23,24,38,30
1062,20,31,32,40,41,45,12
1061,4,24,27,35,37,45,15
1060,3,10,24,33,38,45,36
1059,7,10,22,25,34,40,27
1058,11,23,25,30,32,40,42
1057,8,13,19,27,40,45,12
1056,13,20,24,32,36,45,29
1055,4,7,12,14,22,33,31
1054,14,19,27,28,30,45,33
1053,22,26,29,30,34,45,15
1052,5,17,26,27,35,38,1
1051,21,26,30,32,33,35,44
1050,6,12,31,35,38,43,17
1049,3,5,13,20,21,37,17
1048,6,12,17,21,32,39,30
1047,2,20,33,40,42,44,32
1046,7,16,25,29,35,36,28
1045,6,14,15,19,21,41,37
1044,12,17,20,26,28,36,4
1043,3,5,12,22,26,31,19
1042,5,14,15,23,34,43,4
1041,6,7,9,11,17,18,45
1040,8,16,26,29,31,36,11
1039,2,3,6,19,36,39,26
1038,7,16,24,27,37,44,2
1037,2,14,15,22,27,33,31
1036,2,5,22,32,34,45,39
1035,9,14,34,35,41,42,2
1034,26,31,32,33,38,40,11
1033,3,11,15,20,35,44,10
1032,1,6,12,19,36,42,28
1031,6,7,22,32,35,36,19
1030,2,5,11,17,24,29,9
1029,12,30,32,37,39,41,24
1028,5,7,12,13,18,35,23
1027,14,16,27,35,39,45,5
1026,5,12,13,31,32,41,34
1025,8,9,20,25,29,33,7
1024,9,18,20,22,38,44,10
1023,10,14,16,18,29,35,25
1022,5,6,11,29,42,45,28
1021,12,15,17,24,29,45,16
1020,12,27,29,38,41,45,6
1019,1,4,13,17,34,39,6
1018,3,19,21,25,37,45,35
1017,12,18,22,23,30,34,32
1016,15,26,28,34,41,42,44
1015,14,23,31,33,37,40,44
1014,3,11,14,18,26,27,21
1013,21,22,26,34,36,41,32
1012,5,11,18,20,35,45,3
1011,1,9,12,26,35,38,42
1010,9,12,15,25,34,36,3
1009,15,23,29,34,40,44,20
1008,9,11,30,31,41,44,33
1007,8,11,16,19,21,25,40
1006,8,11,15,16,17,37,36
1005,8,13,18,24,27,29,17
1004,7,15,30,37,39,44,18
1003,1,4,29,39,43,45,31
1002,17,25,33,35,38,45,15
1001,6,10,12,14,20,42,15
1000,2,8,19,22,32,42,39
999,1,3,9,14,18,28,34
998,13,17,18,20,42,45,41
997,4,7,14,16,24,44,20
996,6,11,15,24,32,39,28
995,1,4,13,29,38,39,7
994,1,3,8,24,27,35,28
993,6,14,16,18,24,42,44
992,12,20,26,33,44,45,24
991,13,18,25,31,33,44,38
990,2,4,25,26,36,37,28
989,17,18,21,27,29,33,26
988,2,13,20,30,31,41,27
987,2,4,15,23,29,38,7
986,7,10,16,28,41,42,40
985,17,21,23,30,34,44,19
984,3,10,23,35,36,37,18
983,13,23,26,31,35,43,15
982,5,7,13,20,21,44,33
981,27,36,37,41,43,45,32
980,3,13,16,23,24,35,14
979,7,11,16,21,27,33,24
978,1,7,15,32,34,42,8
977,2,9,10,14,22,44,16
976,4,12,14,25,35,37,2
975,7,8,9,17,22,24,5
974,1,2,11,16,39,44,32
973,22,26,31,37,41,42,24
972,3,6,17,23,37,39,26
971,2,6,17,18,21,26,7
970,9,11,16,21,28,36,5
969,3,9,10,29,40,45,7
968,2,5,12,14,24,39,33
967,1,6,13,37,38,40,9
966,1,21,25,29,34,37,36
965,2,13,25,28,29,36,34
964,6,21,36,38,39,43,30
963,6,12,19,23,34,42,35
962,1,18,28,31,34,43,40
961,11,20,29,31,33,42,43
960,2,18,24,30,32,45,14
959,1,14,15,24,40,41,35
958,2,9,10,16,35,37,1
957,4,15,24,35,36,40,1
956,10,11,20,21,25,41,40
955,4,9,23,26,29,33,8
954,1,9,26,28,30,41,32
953,7,9,22,27,37,42,34
952,4,12,22,24,33,41,38
951,2,12,30,31,39,43,38
950,3,4,15,22,28,40,10
949,14,21,35,36,40,44,30
948,13,18,30,31,38,41,5
947,3,8,17,20,27,35,26
946,9,18,19,30,34,40,20
